context_id	word	gold_sense_id	predict_sense_id	positions	context
207	корона	1	5	81-86	денежные призы – по 10 тысяч рублей, а головы победителей украсили символические короны. Праздничный концерт завершился салютом, расцветившим небо Дальнегорска красивейшими
208	корона	1	4	88-93	победительнице начальник управления здравоохранения и курортов ОГА Лидия Диденко надела корону. За победу Виктория Возбранюк была награждена туром по семи странам Европы, за
209	корона	3	5	86-91	коронографические и гелиотелескопические (гелиосферный телескоп) наблюдения солнечной короны и гелиосферы.
210	корона	2	3	83-88	они примут ее то она покажет им остров где находится богатство легендарной Золотой Короны. Думая, что они получат новое сокровище, команда согласилась, но все оказалось
211	корона	1	2	80-86	как чисто пропагандистскую конструкцию — можно было бы оторвать голову вместе с короной. Потому что в России не может и не должно быть двух и более царей одновременно.
212	корона	1	1	80-86	стенчатой короной и окружен дубовыми листьями, соединенными голубой лентой. Над короной вензель Петра I Великого.
213	корона	1	3	83-88	что императрица вместе с армией к нам с Москву переместилась. Друзья нашу получили корону и побежали закладывать ее.
214	корона	3	5	81-86	сделать вывод, что основное место прохождения солнечной вспышки – есть солнечная корона, поэтому неверно называть вспышку на Солнце хроносферным явлением. Это явление
215	корона	1	2	62-67	Мы домой поспешили И сплели, как решили, Золотую корону себе! корона хороша – В ней осеняя душа. Осень, видно, здесь недавно Тихой поступью прошла.
216	корона	1	2	80-85	встретите в замках. К таким королевским символам относятся Кубок, Брошь, Герб и Корона. В одной из усыпальниц замка Avalon есть потайная комната. Открыв её выигрышной
217	корона	3	2	88-93	подумали. - Черт! - сказал командир. - А солнышко-то на стороне врагов! Распластав свою корону на полнеба, солнце сияло над вершиной горы. Оно било прямой наводкой, заливая кабины
218	корона	2	2	81-86	потому похудеть я исполнил наложенный ее отцом на меня долг, добыл Сильмарилл из короны Моргота.
219	корона	2	3	81-86	'. Но стрельцы, настроенные возмутителями, закричали: 'Пусть молодой царь отдаст корону старшему брату! Выдайте нам всех изменников! Выдайте Нарышкиных; мы весь их корень
220	корона	2	3	80-85	Эспаньола. С конца XVII века его западная часть перешла во владение французской короны. Безжалостно истребляя коренных жителей – индейцев-карибов, туда в трюмах кораблей
221	корона	2	3	83-88	германские императоры этим брачным союзом узаконили свои притязания на норманнскую корону 22 .
222	корона	1	1	87-92	накладная икона Пресвятой Богородицы «Благодатное Небо», овальной формы. Икону венчает корона, под иконой изображен щит с гербом. В верхней левой части задней крышки накладная
223	корона	1	4	84-89	получили призы-это победа в различных номинациях и спонсорские подарки. Хрустальные короны украсили головы 6 юных гимнасток. Организаторы подарили всем замечательный незабываемый
224	корона	1	3	86-91	Никому не сказала жена падишаха об исчезновении мужа. Облачившись в его одежды, надев корону, стала она вместо него править страной. По прошествии двух месяцев со дня отъезда
225	корона	2	3	82-87	неаполитанского короля* Людовик I добился в 1370 г. при поддержке шляхты польской короны, а с помощью папы и в результате военных действий превратил ряд итальянских государств
226	корона	1	5	41-46	точки зрения общей геральдической теории корона - абсолютно нормальный гербовый атрибут, второстепенный (по сравнению со щитом)
227	корона	2	3	86-91	Доходы и убытки Вы еще не забыли, какова наша цель? Да, конечно, послужить английской короне, но это не главная. А главная какая? Несомненно ? обогащение! Иначе говоря, ваши
228	корона	1	3	42-47	Возложение понтификом Иоанном XII (?–964) короны римского императора на германского короля Оттона I Великого (912–973) ознаменовало
229	корона	1	2	85-90	Кримхильда удержала своих людей опять: 'Я подождать немного приказываю вам. Сперва в короне выйду я сама к моим врагам. Вы все должны услышать, в чем грешен предо мной Владетель
230	корона	2	3	84-89	Псков о тайном разведывании, что происходит в Швеции относительно сношений шведской короны с Польшею и другими государствами.
231	корона	1	1	91-96	геральдических корон. 16 - дворянская корона. 17 - корона самостоятельного правителя. 18 - корона графа. 19 - княжеская шапка. 20 - княжеская шапка. 21 - герцогская корона. 22 -
232	корона	1	2	55-60	остальным рекомендую не забывать мыть руки перед едой! корону увезла конкурсантка из Казани
233	корона	1	2	81-87	его владельца, последний полностью не воспользовался: он изъял из клише картуш с короной и инициалы и добавил наборным шрифтом подпись «Из книг В.К. Лукомского». Реакцию
234	корона	1	2	82-87	Интересно, будет ли выход Абрамяна столь пофосен, как обычно происходит в Европе? Корона, скипетр или постесняются? :)
235	корона	1	2	83-88	мне, я все равно не могу лицезреть Твои святые лотосные стопы? – Их застят золотые короны, усыпанные драгоценными камнями, принадлежащие множеству небожителей, в волнении
236	корона	1	1	83-88	погребальный саван, и обряжают в восемь облаков славы. На голову ему водружают две короны, одна из драгоценных камней и жемчуга, вторая из золота. В руку вкладывают восемь
237	корона	2	3	45-50	новая организация Ставки: Дитерихс в тройной короне своих должностей с тремя помощниками Андогским, Бурлиным и мною, причем опять заявлено
238	корона	3	5	81-86	основе наблюдения солнечного затмения доказал реальность существования солнечной короны и установил, что она имеет газообразную природу; обнаружил в спектре короны яркую
239	корона	2	3	85-90	условия, вписанные английским королем. 1. Английский король откажется от французской короны. Король согласен при условии, что будет добавлено: это не относится к тому, что
240	корона	1	1	80-86	скрещённые пушки, ядра, знамёна; правая сторона – одноглавый имперский орёл под короной; рыцарский доспех, щит, мечи, секиры в обрамлении дубовых листьев; пушка, барабан
241	корона	2	4	95-100	взаимоотношений России и Польши в XIX в. выглядит следующим образом. Приняв в 1815 г. польскую корону, Александр I даровал полякам конституцию, по которой они получали свой парламент
242	корона	1	1	81-87	гербом Словакии, которая длительное время входила в состав Венгрии). Щит увенчан короной святого Стефана.
243	корона	2	2	81-86	скрывающихся в лесах Рогирры. Вина с них будет снята, если они встанут на защиту короны. Что еще?
244	корона	2	3	90-95	расположенная южнее девятая армия. Ей противостояла Седьмая армия Фланцер-Балтина (верные короне венгры и хорваты), считавшаяся едва ли не лучшей в австрийской армии. Командующий
245	корона	1	4	84-89	войне за испанское наследство. В 1701 г. возложил на себя в Кенигсберге королевскую корону. Был расточителен, любил великолепие, основал университет в Галле, академии наук
246	корона	2	4	87-92	четырехцилиндровыми четырехтакными двигателями почти десять лет штурмовали чемпионскую корону в классах 250 и 350 см 3 , но лишь после ухода японских фирм, в 1969 году, австралиец
247	корона	2	3	43-48	за превосходство среди эльфийских подрас . Короны, вероятно, столкнутся с сильным сопротивлением, если все в группе будут не- эльфами
248	корона	2	3	80-85	капли сомнения в праве самым жестким образом упрекать Янину. - Как может гостья короны позволить себе так поздно ночью присутствовать на зрелище? Как смеет гостья короны
249	корона	1	1	80-85	трех трупах. Над могилой возвышаются три оживших скелета. Тот, что в центре,— в короне и королевской мантии. По бокам — два его сподвижника. Один, вооруженный луком и
250	корона	1	2	82-86	весь Париж переезжал с квартиры на квартиру. Лавчонки старьевщиков уже не вмещали корон, митр, позолоченных деревянных скипетров и геральдических лилий -- всякого старья
251	корона	2	2	86-91	первых шагах звезды Мечта миллионов мужчин на Земле- Маша Шарапова- билась за мировую корону в солнечном Мадриде, а на берегу Черного моря тренер Валерий Песчанко, глядя на
252	корона	3	5	55-60	нижележащей фотосферы и составляет около 30 тыс. град. корона Солнца. Во время полного солнечного затмения ее можно наблюдать невооруженным глазом
253	корона	1	2	81-86	людей! Моего отца называли великим королем. Несметные сокровища, дворцы, золотые короны, жезлы, драгоценные камни, богатство, какое во сне не приснится, - все это принадлежало
254	корона	1	2	82-87	драконом, с мешком и шарфом. Со спины видит Офелию. Почти ничего не видно, только корона поблескивает в свете звезд.)
255	корона	1	2	81-86	сторону экрана монитора, втянувших сопли и нацепивших себе виртуальных орденов и корону..)) ..По ихнему монитору я конечно треснуть не могу, но моСк разрушить - запросто
256	корона	2	2	84-89	тогда Британией, и не признававший власти Владетеля, с перепугу все сокровища своей короны в Холод убрал, и ума лишился. Не смог ничего достать обратно. -- Говорят, -- тихонько
257	корона	1	2	83-88	взял ее в руки. Затем, не вставая с колен, он подполз к Волху и сказал, протягивая корону и склонив голову:
258	корона	3	5	81-86	и только узкий серебристый ободок окружал огромные ледяные зрачки, как солнечная корона окружает черный диск во время затмения.
259	корона	2	3	86-91	качестве «традиционной религии» было бы возможно – ради польских и литовских подданых Короны. Но в том обрубке, который именуется РФ, называть католичество «традиционным» было
260	корона	1	2	82-87	прав на трон не только от своего имени, но и от лица всех своих потомков. Поэтому корона была спорота со знамени и стерта с гербов, вычеканенных на щитах воинов гарнизона
261	корона	1	1	86-92	ожерелье, а над ликом Богоматери вделали наперсный бриллиантовый крест с изумрудами и короной наверху. В середине же креста на изумруде вырезано Распятие Господа Иисуса Христа
262	корона	1	3	90-97	сомневается, что литература это открытым ', в столицу европейского гения, путь сопряжен с коронами и золото '.
263	корона	1	3	82-88	их грехи прощаются, их вводят в рай, они спасены от наказания могилы, их коронуют короной уважения и даруют право заступничества за семьдесят членов семьи относительно их
264	корона	1	3	80-85	по той причине, что помимо выше обозначенных символов они могут встретить еще и корону принцессы, которая способна увеличить приз в 500 раз, если 5 таких символов выстроятся
265	корона	1	2	86-91	весьма солидных размеров хвост; в третьих, голову существа увенчивала самая настоящая корона острых рогов; в-четвёртых, тело пришельца от макушки до самых пяток покрывала блестящая
266	корона	1	3	56-61	так наша земля замешалася и пришли нестроениа великие». короны такова. Уже Иван I Калита завещал наследнику парадные одежды («порты») — кафтан
267	корона	1	2	87-92	использовала штамп 'Ноты'. Не знаю почему, но захотелось мне добавить в работу наличие короны... И вот результат: Обложка в развороте: 'лицевая' сторона: Несколько слов о работе
268	кран	2	1	88-93	Электромонтер по техническому обслуживанию и ремонту электрооборудования грузоподъемных кранов (теория + практика)
269	кран	2	1	80-83	показывают расположение построек и такой спецтехники, как автовышка , подъемный кран и т.д. Кроме этого, предоставляются данные об объемах земляных работ и вертикальной
270	кран	2	3	81-85	поворотная конструкция, оснащенная стрелой и лебёдкой. Поднятие грузов с помощью крана «пионер» осуществляет лебедка через блок, который смонтирован на поворотном узле
271	кран	1	2	87-92	гардероба, кухни, холодильника, несколько потертый ковролин в комнате, при пользовании краном из-под раковины течет вода.
272	кран	1	3	81-87	Одна из важных для крана деталей - запорный механизм. Но для крана с ручками или кранами он не актуален, так как работоспособность их зависит от степени износа прокладки
273	кран	2	3	81-85	применения качественных материалов и соблюдении технологии изготовления, шаровые краны будут практически избавлены от данного недостатка.
274	кран	2	1	44-49	Shuttlelift представил новую серию козловых кранов.
275	кран	2	1	88-92	инспектируемый кран в соответствии с пунктом 28 Инструкции, а также контроль готовности крана на месте его установки (пункт 27 Инструкции).
276	кран	2	3	81-84	шар DADO® и опорная поверхность пониженного трения. Результат этого соединения – кран с исключительной маневренностью, повышенной надежности и длительности срока службы
277	кран	2	1	45-48	связи с тем, что подкрановые пути и козловой кран ООО 'М.' находились на земельном участке, выделенном ООО 'У.' по постановлению
278	кран	2	5	84-89	завод и без сожаления потратили на фотографирование 5 часов. - Снимки у нас на фоне кранов железных и всякого железного хлама… - Нам понравилось!
279	кран	1	2	82-86	срифмовал я, но вслух сказать постеснялся. - Вадик. – Водку по стопкам разлил, из крана кружку воды набрал и на стол поставил. – За знакомство что ли? - Ага. Выпили, запил
280	кран	2	1	48-53	предлагает услуги манипулятора в Москве, аренду кранов и других видов спецтехники для проведения погрузочно-разгрузочных и строительных
281	кран	1	3	43-46	регулировки клапанов ничего не делалось. 1 кран отопителя; 4 — крышка головки блока цилиндров; 5 — впускной * На двигателях ЗМЗ-
282	кран	2	1	27-31	Машинист крана (крановщик) крана автомобильного
283	кран	2	1	81-85	, погрузочно-разгрузочных и других работах. Кран-балка – разновидность мостового крана, которая имеет конструкцию, выполненную в виде опорного или подвесного моста (балки
284	кран	2	4	80-84	самозахваченной строителями земле. То есть и экскаваторы, бульдозеры, подъемные краны нагнали. И высотные здания возводили, но никто не замечал и не обеспокоился, мол
285	кран	2	1	84-88	резки и гибки арматуры, стационарные и на автошасси бетонные миксеры, БСУ, башенные краны и многое другое.
286	кран	2	3	86-90	поворотные задвижки с пневмо- и электроприводом Испания, Италия, Франция, РФ, шаровые краны, аварийные клапаны, промышленные фильтры. ИПК «МЕТАЛТЕК» - Компания способная ...
287	кран	1	3	92-95	предварительной фильтрации; обратноосмотическая мембрана; угольный постфильтр; керамический кран чистой воды; пластиковая подводка типа 'John Guest'; накопительный бак 12 литров
288	кран	1	2	46-49	напоминать: «Почини кран, почини кран, почини кран!» Он же не напоминает, чтобы я приготовила завтрак, обед и ужин! Я ужасно обижаюсь
289	кран	1	2	80-85	загибаться дугой. На рисунке это хорошо видно. «Чашу» подвесь под водопроводным краном и пусти воду несильной струей. Как только уровень воды дойдет до верхней части
290	кран	2	5	86-91	увеличения длины стрелы и подъема груза – это безопасность людей, находящихся рядом с краном. Потому мы должны все тщательно выверить и преподнести товар в конечном виде нашим
291	кран	2	1	85-89	электросвязи, попадающих в пятно застройки. Подготовлена шахта для монтажа башенного крана. Забуриваются шпунтовочные ограждения. Одновременно осуществляется подготовка территории
292	кран	2	3	81-84	и два концевых модуля (с воздухоотводчиком и с резьбой 1 ¼” (латунь) под шаровый кран н.р.1 ¼” – вн.р.1”). Набор модулей позволяет легко и быстро собрать коллектор с
293	кран	1	3	82-87	надежность. Разборный тип сальника обеспечивает ремонтопригодность изделия. Ручки кранов более эргономичны и оптимальны по размеру. Маркировка STC наносится не только на
294	кран	1	2	81-85	лучшим напитком станет простая питьевая вода. Конечно, не стоит пить воду из-под крана — хлорка вряд ли пойдет на пользу вашему организму. Кипяченая вода (хоть и «мертвая
295	кран	1	3	81-85	ключевой момент, выбирайте ирригатор с возможностью подключения к водопроводному крану.
296	кран	2	3	61-64	воды – для экономных и сознательных жителей планеты (7 фото) кран Koolhaus поможет определить объем воды, необходимый вам для различных бытовых нужд
297	кран	2	1	80-83	две машины спецтехники (бетономешалка и грузовик-самосвал); - фигурка рабочего. Кран с кабельным дистанционным управлением, предназначен для подъема и перемещения груза
298	кран	2	1	73-76	в результате проблем с аутригером. Один из аутригеров провалился в бетон.Кран, принадлежащий компании по аренде оборудования Maes использовался для установки
299	кран	2	1	86-90	диапазон рабочей температуры шаровых кранов 11с67п – от -30 до +150 °С; • тип привода крана – ручной; • номинальное давление PN, кг/кв. см – 16; • класс герметичности крана
300	кран	1	3	40-44	производить передачу изделия на ванне с крана на кран и улучшить таким образом степень загрузки ванны. В данном случае действительны
301	кран	2	1	82-86	плавности перемещения груза и снижение динамических нагрузок на механические узлы крана.
302	кран	2	1	89-93	складываться, что облегчает монтаж, демонтаж и транспортировку крана . Понятие башенного крана , сущность и принципы его работы, особенности и назначение. Устройство башенных
303	кран	1	5	88-92	несмотря на проведение очистных работ в месте ее подготовки качество воды поступающей в краны наших кваритр оставляет желать лучшего, потому что перед тем как прийти в место
304	кран	2	1	18-22	конструктивная, т крана имеет три подвижных и одну неподвижную секции. Две подвижные секции перемещаются
305	кран	2	1	49-54	осуществлении надзора за монтажом грузоподъемных кранов должна осуществляться проверка соблюдения Требований к устройству и безопасной
306	кран	2	2	87-91	привычке открыла и холодный, и горячий кран. В результате через отверстие для горячего крана в ванной на вас потечет вода, хорошо, что холодная. Поэтому всегда лучше перестраховаться
307	кран	2	1	86-91	инструкция по охране труда для машинистов автомобильных гусеничных или пневмоколесных кранов. СОГЛАСОВАНА. письмом ЦК профсоюза работников. строительства и промышленности.
308	кран	2	5	83-86	килограммов. Для того, чтобы установить его, специально из Самары прибыл подъёмный кран. В ближайшее время колокол будет настроен и, возможно, в праздник великой Пасхи
309	кран	2	3	84-88	примерно 380 млн долларов). К числу этих запчастей относятся трубы различного вида, краны, бесшовные трубы, лопасти для газовых турбин, внутрискважинное оборудование и приспособления
310	кран	1	2	81-84	в свою очередь чьё-то и вытерев ноги об него ретировался. В Valira, кстати, есть кран в душе с теми же термальными водами. Воняют они дюже.... Сеанс в Кальдеа 3 часа
311	кран	2	5	88-91	Страшный инцидент произошел в Северной столице 27 февраля 2007 года. Тогда строительный кран рухнул на 12-этажный жилой дом на Камышовой улице. В результате погибли три человека
312	кран	1	2	84-87	значительно прибавилось. Умылся , почистил зубы. Валерка держал шланг насаженный на кран около помещения ,и трепался как будто расстались только вчера,а не больше месяца
313	кран	2	3	49-53	автоматического сцепления и расцепления с крюком крана контейнеров НЗК и возвратных контейнеров ОАО «НИКИЭТ» совместно с ОАО «НИИ Изотерм
314	кран	2	1	92-95	комплектующие к кранам (запасные части, запчасти) Изготовление... 00 стационарный 1469-3150 Кран башенный КБ -474-01 стационарный 1469-3151 Кран башенный
315	кран	2	3	83-88	полученных результатов разработана новая конструкция подкоса, на эксплуатирующихся кранах усилены подкосы, на которых хотя и не найдены дефекты. Заслуживают внимания причины
316	кран	1	2	82-86	калитку или пустить воду из крана, что она проделывала, мягко взяв в зубы вентиль крана и ловко отвертывая его. В то же время она была совершенно незнакома с обычным собачьим
317	кран	1	3	51-55	устройство на место, парогенератор заполнить водой.краны) на трубопроводах газа, пара, холодной и горячей воды.
318	кран	1	3	46-51	водоснабжения при открытых запорных и сливных кранах происходит не в сливные баки, а в контрольные магистрали, поэтому неиспользованная
319	кран	2	1	83-86	,36 и 42 м. На них... - 450 тыс. р.; Кран ДЭК -631 , 89гв, дизель -электрический ; Кран ДЭК -631 , 89гв, дизель -электрический , г/п 63т, стрела 40м, гусек 10м., двиг
320	кран	1	5	83-87	иной вообще двух слов толком связать не может. Да еще дикция, как у водопроводного крана. Я мучаюсь, пытаюсь разобраться, что он там квохчет, а Петр все на своем столе
321	кран	2	5	83-87	пятиэтажный жилой дом на проспекте Ленина в Ленинском районе. В результате падения крана полностью разрушена квартира 139 на пятом этаже, конструкции упали на расположенную
322	кран	2	3	44-47	теплоизолированный пенополиуретаном шаровый кран Балломакс, теплоизолированный ППУ шаровый кран Навал (кран шаровый Балломакс ППУ-ПЭ
323	кран	1	3	80-85	установке и обслуживании. Представляя из себя не что иное, как пару совмещенных кранов с изливом посередине, этот смеситель с большей точностью задает температурный режим
324	кран	2	1	83-87	предусмотренного проектом реконструкции (затворы водосливной плотины, два мостовых крана, сороудерживающие решетки и другое оборудование). Реализация первого этапа реконструкции
325	кран	2	5	84-87	Напомним, что 25 мая 2005 года в этот же час и практически в том же месте подъемный кран обрушился на трамвайные пути Красноармейского проспекта. Тогда, правда, крановщику
326	кран	2	1	81-87	. Также были выявлены такие нарушения, как отсутствие проекта производства работ кранами и отсутствие на кране устройств безопасности.
327	кран	2	1	83-86	этого монтажные работы велись с помощью монтажных мачт и ручных лебедок. 40-тонный кран был спроектирован и собран на РМЗ, здесь же строители обучались работать с этим
328	кран	2	5	81-85	части немного времени по сравнению помогает убить Вритру. импаза На ходовой раме крана значения каждого из трёх трезубцев сколько Жабы аги встречаются от должности Мэром
329	кран	2	1	81-85	цех, где делали краны, стал отдельным, Дрогобычским крановым заводом) производил краны с решетчатыми гнутыми стрелами. Первые модели, краны К-32 и К-42, имели конструктивный
330	кран	1	3	35-40	в накладных кто-то перепутал дату. краном с холодной водой и дальнейшем ее использовании предприниматель согласился, что
331	кран	1	3	94-100	высокопрочного стекла марки Pyrex. Манифольды подразделяются на ручные (с ручными тефлоновыми кранами) и полуавтоматы (с тефлоновыми пневмокранами).
332	кран	2	1	80-85	с вылетом стрелы до 25 м (а именно они являются прародителями всех сверхбольших кранов, поскольку появились еще в 80-х годах) выпускает украинская фирма «Фильмотехника
333	кран	1	3	94-98	водонагреватели имеют гидравлические и электронные системы управления (включения при открытии крана) горячей воды. Наибольшее распространение получила схема, состоящая из гидромеханического
334	кран	2	3	87-90	пропускающее или перекрывающее потоки горячей и холодной воды. До не давнего времени в кран - буксах использовали резиновые прокладки, в современных изделиях чаще установлены
335	кран	2	1	86-90	номинациях заняли: литейщик Сергей Епифанов, выливщик-заливщик Иван Варавин, машинист крана Татьяна Степаненко, лаборант спектрального анализа Римма Алтухова, инструктор производственного
336	кран	2	1	82-87	установке, подготовке к испытанию, сдаче под наладку и пуску машин и агрегатов на кранах Н. вр. и Расц. умножить на 1,2 (ВЧ-13).
337	кран	2	3	81-85	перегрузке обойтись без грузовой траверсы невозможно, даже при наличии козлового крана с большой высотой подъема крюка. Использование траверсы позволяет производить захват
338	кран	2	2	27-31	колесах - это нечто новое. краны | Информация:
339	кран	1	2	81-84	глаза слабо мерцали в темноте потусторонним светом. Левая рука пыталась нащупать кран. То, что осталось от Берембойма, исследовало ногой таз и, принимая его за поддон
340	кран	2	1	84-89	Товары и услуги › Приборы безопасности кранов › Приборы безопасности грузоподъемных кранов ОНК-160С-01. аутсорсинг в области промышленной безопасности при эксплуатации грузоподъемных
341	кран	2	3	83-87	предназначены для проведения съемок как в условиях студии, так и на натуре. Стрела крана состоит из отдельных секций с растяжками, максимальная полезная нагрузка составляет
342	кран	1	3	84-88	Возможна ли при устранении протечки замена старого чугунного радиатора и сломанного крана на новые (кран с терморегулятором и биметаллический радиатор планируется приобрести
343	кран	1	3	84-87	адаптера закрыт. Запустить двигатель и увеличить обороты до 1 500 об/мин. - Открыть кран адаптера и отрегулировать таким образом, чтобы двигатель работал на минимальных
344	кран	2	1	89-93	действовавшему в первом пролете мостовому крану грузоподъемностью 50тн добавятся еще два крана – на 20тн и на 50тн. 20-ти тонный кран во втором пролете эллинга уже введен в эксплуатацию
345	кран	1	2	79-82	вместо того, чтобы сказать «Ты до сих пор не починил кран», произнесите фразу «Кран по-прежнему течет».
346	кран	2	5	48-51	"комиссии было ""взвешенное и мудрое"": ""Перегнать кран из Мурманска, а на эти пять дней простоя комбинат пусть перерабатывает вместо руды"
347	кран	2	3	88-91	параллельно и переключать при помощи пары трёхпроходных кранов? Засорился один фильтр - кран перекинул на другой, сразу же завёл движок, а уже потом можно чистить.
348	кран	2	1	88-91	сойдутся в одну, 16-тонный кран будет демонтирован, а строительство продолжит 50-тонный кран Potain.
349	кран	2	3	46-50	железобетонных перемычек при помощи башенного крана и отдельных арматурных стержней вручную над оконными и дверными проемами по ходу
350	кран	1	3	89-94	соответствие нормам холодной воды на выходе со станции, другое — той, что течет у вас из кранов. В ГУПе обеспокоены состоянием коммуникаций. Из 7,5 тысяч километров труб хозяйства
351	кран	2	5	71-75	женщина, он тоже принимает участие в происходящем и сцена захватывает. крана с приемлемой резьбой как дивчина брат его рубидий для нынешней техники очень важны
352	кран	1	2	83-87	части сосуда. Теперь на всем уровне В давление равно атмосферному. Значит, вода из крана С вытекает лишь под давлением слоя воды ВС, потому что давление атмосферы изнутри
353	кран	1	3	90-95	исключающими слив грунта от ливневых дождей на дорожные покрытия; - устройство поливочных кранов вне здания для регулярных профилактических уборок территории с твердым покрытием
354	кран	1	3	42-47	может сочиться и из-под втулки сальника в кранах с вращательно-поступательным движением штока. В этом случае посильнее закручивают
355	кран	2	5	41-44	станет преувеличением, если сказать, что кран мостовой , пожалуй, наиболее распространенный в наше время вид подъемного оборудования
